StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q2,intro.1,CheckNo1,CheckNo1Wrong,CheckNo2,CheckNo2Wrong,RoomHouse.intro,RoomHouse.CryWalk_1,RoomHouse.CellphoneS_1,RoomHouse.NoHelpBoxe_1,RoomHouse.GroceriesS_1,RoomHouse.MedicineCo_1,RoomHouse.FindGift_1,sib.intro,Sib.CryingWalk_1,Sib.CellphoneStorySi_1,Sib.NoHelpBoxes_1,Sib.GroceriesSurgery_1,Sib.MedicineCold_1,sib.FindGift_1,FatherChild.Intro,FatherChild.CryingWa_1,FatherChild.Cellphon_1,FatherChild.NoHelpBo_1,FatherChild.Grocerie_1,FatherChild.Medicine_1,FatherChild.FindGift_1,MotherChild.Intro,MotherChild.CryingWa_1,MotherChild.Cellphon_1,MotherChild.NoHelpBo_1,MotherChild.Grocerie_1,MotherChild.Medicine_1,MotherChild.FindGift_1,Romance.Intro,Romance.CryingWalk_1,Romance.CellphoneSto_1,Romance.NoHelpBoxes_1,Romance.GroceriesSur_1,Romance.MedicineCold_1,Romance.FindGift_1,Friends.Intro,Friends.CryingWalk_1,Friends.CellphoneSto_1,Friends.NoHelpBoxes_1,Friends.GroceriesSur_1,Friends.MedicineCold_1,Friends.FindGift_1,EmployBoss.Intro,EmployBoss.CryingWal_1,EmployBoss.Cellphone_1,EmployBoss.NoHelpBox_1,EmployBoss.Groceries_1,EmployBoss.MedicineC_1,EmployBoss.FindGift_1,Team.Intro,Team.CryingWalk_1,Team.CellphoneStory_4,Team.NoHelpBoxes_1,Team.GroceriesSurger_1,Team.MedicineCold_2,Team.FindGift_1,FWB.Intro,FWB.CryingWalk_1,FWB.CellphoneStory_1,FWB.NoHelpBoxes_1,FWB.GroceriesSurgery_1,FWB.MedicineCold_1,FWB.FindGift_1,Strange.Intro,Strange.CryingWalk_1,Strange.CellphoneSto_1,Strange.NoHelpBoxes_1,Strange.GroceriesSur_1,Strange.MedicineCold_1,Strange.FindGift_1,Q90,IB.Kidney,IB.Planet,IB.FailHelp,IB.Donate,IB.Leg,IH.HarmHelp,IH.Political,IH.Torture,IH.CollatDamage,CheckNo3,L.RoomHous.Groceries_1,L.RoomHous.FindGift_1,L.RoomHous.MedicineC_1,Q337_1,Q338_1,Q339_1,Q349_1,Q350_1,Q351_1,Q352_1,Q353_1,Q354_1,Q355_1,Q356_1,Q357_1,Q361_1,Q362_1,Q363_1,Q358_1,Q359_1,Q360_1,Q346_1,Q347_1,Q348_1,Q340_1,Q341_1,Q342_1,Q343_1,Q344_1,Q345_1,Q211,GollwitzerMeasure_1,GollwitzerMeasure_2,GollwitzerMeasure_3,GollwitzerMeasure_4,GollwitzerMeasure_5,GollwitzerMeasure_6,Covid.Responsibility,Covid.Threat.Persona,Covid.Threat.Comm,Q365,Q366,Q366_7_TEXT,Q367,Q368,Q368_9_TEXT,Q370,Q371,Q170,Q372,Q373,Q183,Q380,Bot.CheckFriday,Bot.CheckFriday2,Q16,Q17,Q67,Random ID
2020-05-17 00:09:42,2020-05-17 00:28:25,IP Address,100,1122,True,2020-05-17 00:28:25,R_1CkXmoWn6Y1seHY,anonymous,EN,Yes,I understand,Imagine that a person loudly says that they are embarrassed to be seen with someone else.,,"No, those were just examples of the kind of sentence I will rate in this study",,I understand,-49,-54,-48,40,27,61,I understand,-51,-64,-52,67,55,55,I understand,-99,-100,-77,38,28,34,I understand,-100,-100,-60,25,28,34,I understand,-83,-100,-95,30,26,42,I understand,-71,-63,-65,65,64,54,I understand,-42,-34,-32,94,72,85,I understand,-26,-44,-37,85,61,77,I understand,-81,-61,-70,56,54,77,I understand,-21,-21,-17,98,82,82,I understand,3,3,5,5,5,5,5,3,3,7= strongly agree,26,28,53,36,36,21,39,40,45,-81,-45,-20,-69,-35,-33,-100,-97,-55,31,45,51,40,52,47,59,40,49,72,48,42,I understand,8,8,7,7,7,8,5,5,6,3,Male,,50,White,,Married or domestic partnership,1 Child,No,Some college,"$35,001-$50,000",3,Not at all religious1,FRIDAY,,Testing empathy in different relationships.,"No, thank you.",I understand,98028
2020-05-17 00:11:47,2020-05-17 00:28:26,IP Address,100,998,True,2020-05-17 00:28:26,R_UhxIVvOhzp4CQLf,anonymous,EN,Yes,I understand,Imagine that a person takes time off work to help someone with a personal project.,Imagine that a person offers someone $5 for an item that is clearly worth more than $30.,"No, those were just examples of the kind of sentence I will rate in this study",,I understand,19,17,13,19,21,15,I understand,10,-6,26,13,8,-18,I understand,22,13,19,21,21,17,I understand,21,14,16,13,15,18,I understand,12,16,19,16,15,15,I understand,6,5,8,14,9,11,I understand,14,-10,7,10,11,5,I understand,10,7,11,-9,6,6,I understand,5,12,9,10,-5,6,I understand,10,9,-8,-8,7,8,I understand,4 = neither agree nor disagree,4 = neither agree nor disagree,5,5,4 = neither agree nor disagree,5,5,5,5,7= strongly agree,16,17,17,18,18,17,15,17,13,16,14,17,17,19,18,18,17,21,21,17,22,21,21,28,52,12,24,20,26,22,I understand,6,7,6,7,6,7,5,2,2,2,Female,,35,White,,Married or domestic partnership,2 Children,Yes,4 year degree,"$65,001-$80,000",5,5,FRIDAY,,GOOD,Nothing a problem this task is good,I understand,27078
2020-05-17 00:12:15,2020-05-17 00:28:35,IP Address,100,980,True,2020-05-17 00:28:35,R_Ti23k5cJaBsjBuh,anonymous,EN,Yes,I understand,Imagine that a person loudly says that they are embarrassed to be seen with someone else.,,"No, those were just examples of the kind of sentence I will rate in this study",,I understand,-99,-60,-97,74,54,89,I understand,-100,-100,-100,76,44,43,I understand,-100,-100,-100,26,28,50,I understand,-100,-54,-97,14,36,64,I understand,-100,-91,-100,38,22,33,I understand,-100,-99,-100,77,52,41,I understand,-77,-33,-90,100,24,75,I understand,-100,-100,-90,94,29,97,I understand,-100,-98,-100,78,38,83,I understand,0,-8,-80,100,63,54,I understand,1 = strongly disagree,1 = strongly disagree,3,1 = strongly disagree,7= strongly agree,5,6,6,5,7= strongly agree,38,52,24,40,63,-5,59,78,9,-8,16,-48,-12,25,4,-100,-100,-100,-23,27,-13,100,100,100,51,31,52,100,100,100,I understand,Very true,Very true,Very true,Very true,Very true,Very true,7 = extremely responsible,3,4 = somewhat threatening,1,Male,,44,White,,Married or domestic partnership,2 Children,No,High school,"$35,001-$50,000","7
Very Conservative/Right
",Not at all religious1,FRIDAY,,Seeimg if  i have different expectations for men and women?,None in particular.  I will say thanks for allowing me to participate and good luck with your research ,I understand,99960
2020-05-17 00:09:31,2020-05-17 00:28:44,IP Address,100,1152,True,2020-05-17 00:28:44,R_6A1BltqU0SaBOgh,anonymous,EN,Yes,I understand,Imagine that a person loudly says that they are embarrassed to be seen with someone else.,,"No, those were just examples of the kind of sentence I will rate in this study",,I understand,-50,-41,-75,100,75,80,I understand,-80,-89,-80,100,80,35,I understand,-90,-60,-75,90,76,100,I understand,-100,-100,-90,75,70,100,I understand,-100,-79,-75,90,50,100,I understand,-90,-100,-80,100,80,90,I understand,-30,-50,-25,100,90,100,I understand,-90,-60,-50,100,74,80,I understand,-50,-50,-75,100,70,90,I understand,-25,-51,-25,100,100,100,I understand,1 = strongly disagree,7= strongly agree,2,3,6,4 = neither agree nor disagree,1 = strongly disagree,6,5,7= strongly agree,75,26,40,90,65,50,75,60,50,-50,-100,-77,52,51,26,-26,-50,-51,51,33,25,100,74,100,100,50,100,100,51,100,I understand,Very true,Very true,8,Very true,7,7,7 = extremely responsible,6,6,2,Male,,24,White,,Single,No Children,No,2 year degree,"Over $100,000",3,4,FRIDAY,,To see how praiseworthy or not actions are based on how they are related to you. and threat of covid 19 to you,,I understand,38927
2020-05-17 00:09:13,2020-05-17 00:29:18,IP Address,100,1205,True,2020-05-17 00:29:18,R_a3LCX6ixMOJ6ZaN,anonymous,EN,Yes,I understand,Imagine that a person takes time off work to help someone with a personal project.,Imagine that a person deliberately offends someone's close friend.,"Yes, I will be asked to rate the exact sentences I just saw","No, those were just examples of the kind of sentence I will rate in this study",I understand,85,78,50,72,70,80,I understand,53,63,55,53,65,78,I understand,51,68,58,61,62,54,I understand,59,52,53,69,55,49,I understand,55,65,78,60,71,56,I understand,61,79,83,76,76,73,I understand,76,71,62,64,68,74,I understand,61,78,49,85,74,52,I understand,59,80,63,59,71,72,I understand,52,70,76,40,49,79,I understand,5,6,4 = neither agree nor disagree,5,4 = neither agree nor disagree,5,4 = neither agree nor disagree,6,5,7= strongly agree,65,56,83,65,74,63,29,37,25,60,72,51,45,63,65,58,36,70,74,75,95,80,49,65,56,52,79,64,70,75,I understand,4,6,7,8,7,6,5,6,5,2,Male,,42,White,,Married or domestic partnership,1 Child,Yes,4 year degree,"$50,001-$65,000",6,Very Religious7,FRIDAY,,GOOD ITS VERY  INTERESTING SURVEY.,GOOD.I HAVE LEARN MORE CONCEPTS IN THIS SURVEY.,I understand,33823
2020-05-17 00:15:44,2020-05-17 00:29:21,IP Address,100,817,True,2020-05-17 00:29:21,R_Cfz8X0wOz82H5QZ,anonymous,EN,Yes,I understand,Imagine that a person loudly says that they are embarrassed to be seen with someone else.,,"No, those were just examples of the kind of sentence I will rate in this study",,I understand,-24,-26,-24,49,28,75,I understand,-49,-52,-24,75,51,54,I understand,-51,-51,-25,25,25,100,I understand,-50,-50,-25,25,25,100,I understand,-75,-76,-24,49,26,53,I understand,-50,-50,-24,51,51,100,I understand,-7,-23,2,100,75,100,I understand,-51,-51,-23,51,53,100,I understand,-50,-25,-26,55,29,53,I understand,1,-10,-4,100,100,100,I understand,4 = neither agree nor disagree,2,3,3,3,3,5,2,5,7= strongly agree,27,29,50,39,37,43,72,76,52,-79,13,-50,2,2,2,-89,-100,-86,10,25,26,100,100,79,100,100,100,100,100,100,I understand,Very true,8,5,Very true,5,5,7 = extremely responsible,4 = somewhat threatening,5,4,Female,,21,White,,Single,No Children,No,4 year degree,"Over $100,000",3,2,FRIDAY,,how different relationships have different expectations,,I understand,51324
2020-05-17 00:07:19,2020-05-17 00:29:23,IP Address,100,1323,True,2020-05-17 00:29:23,R_beZUBFYVthDL6w1,anonymous,EN,Yes,I understand,Imagine that a person loudly says that they are embarrassed to be seen with someone else.,,"No, those were just examples of the kind of sentence I will rate in this study",,I understand,-50,-60,-50,75,75,80,I understand,-50,-75,-25,80,80,80,I understand,-25,-50,0,25,75,95,I understand,-20,-40,0,25,20,75,I understand,-80,-75,-40,50,30,90,I understand,-95,-95,-90,90,95,100,I understand,-10,-5,0,75,25,50,I understand,-75,-50,-90,95,95,95,I understand,-25,-15,0,40,40,25,I understand,-10,0,0,95,75,50,I understand,2,3,3,2,3,4 = neither agree nor disagree,1 = strongly disagree,5,4 = neither agree nor disagree,7= strongly agree,10,-50,10,80,80,95,50,90,50,-75,-75,-50,25,25,25,-100,-100,-100,-20,-50,-20,100,100,100,100,100,100,100,100,100,I understand,8,Very true,5,3,8,Very true,2,2,3,3,Female,,30,White,,Single,No Children,No,Some college,"$25,001-$35,000","4
Moderate
",Not at all religious1,FRIDAY,,How our opinions on how blame or praiseworthy an action was based on how likely we considered it.,Survey was good.,I understand,95221
2020-05-17 00:08:22,2020-05-17 00:29:38,IP Address,100,1275,True,2020-05-17 00:29:38,R_39OYxvp5ux5u9oZ,anonymous,EN,Yes,I understand,Imagine that a person takes time off work to help someone with a personal project.,Imagine that a person deliberately offends someone's close friend.,"Yes, I will be asked to rate the exact sentences I just saw","No, those were just examples of the kind of sentence I will rate in this study",I understand,-26,63,59,50,-29,47,I understand,30,-22,-17,55,46,-28,I understand,38,59,-41,-31,65,26,I understand,-26,30,34,-30,26,37,I understand,45,-34,60,39,54,-25,I understand,57,-19,44,21,26,39,I understand,46,73,40,-32,-26,30,I understand,26,-20,-30,42,-17,29,I understand,60,-19,65,-29,62,-23,I understand,49,49,54,65,-30,73,I understand,6,5,3,4 = neither agree nor disagree,3,5,4 = neither agree nor disagree,6,4 = neither agree nor disagree,7= strongly agree,-23,48,24,62,26,-6,-5,23,44,-13,19,20,6,16,-25,24,37,-8,37,45,19,26,44,-27,14,-9,34,59,19,-26,I understand,7,5,7,4,7,5,5,6,5,2,Male,,32,White,,Married or domestic partnership,1 Child,No,4 year degree,"$35,001-$50,000",6,6,FRIDAY,,DECISION MAKING,thank you and all the best,I understand,83460
2020-05-17 00:13:46,2020-05-17 00:29:43,IP Address,100,956,True,2020-05-17 00:29:44,R_vTQQONpaeXtE8vv,anonymous,EN,Yes,I understand,Imagine that a person takes time off work to help someone with a personal project.,Imagine that a person loudly says that they are embarrassed to be seen with someone else.,"Yes, I will be asked to rate the exact sentences I just saw","No, those were just examples of the kind of sentence I will rate in this study",I understand,52,42,66,56,42,52,I understand,47,47,48,50,48,57,I understand,37,42,41,44,47,46,I understand,29,59,73,59,-11,52,I understand,45,68,68,57,60,68,I understand,54,57,42,-28,55,73,I understand,-19,41,50,42,46,34,I understand,76,45,44,43,34,51,I understand,53,60,24,29,46,-15,I understand,41,65,31,75,89,38,I understand,4 = neither agree nor disagree,5,5,5,4 = neither agree nor disagree,4 = neither agree nor disagree,5,4 = neither agree nor disagree,4 = neither agree nor disagree,7= strongly agree,37,43,66,54,46,59,33,15,34,36,80,46,68,35,28,38,34,39,43,53,53,58,37,79,51,52,44,34,27,29,I understand,5,6,5,6,5,6,4 = somewhat responsible,4 = somewhat threatening,4 = somewhat threatening,4,Male,,38,White,,Married or domestic partnership,1 Child,Yes,2 year degree,"$65,001-$80,000","4
Moderate
",4,SATURDAY,SUNDAY,NOTHING,NOTHING,I understand,61403
2020-05-17 00:13:56,2020-05-17 00:30:06,IP Address,100,969,True,2020-05-17 00:30:06,R_1hWOGEWmRle4TwL,anonymous,EN,Yes,I understand,Imagine that a person loudly says that they are embarrassed to be seen with someone else.,,"No, those were just examples of the kind of sentence I will rate in this study",,I understand,-12,26,18,8,9,24,I understand,18,50,-28,18,-19,-8,I understand,18,25,18,-9,-15,-10,I understand,12,20,17,13,32,-19,I understand,26,35,-7,-17,24,45,I understand,22,9,-14,14,-19,-16,I understand,-12,-12,-16,-11,2,15,I understand,20,18,-11,-13,-8,8,I understand,-17,31,34,43,-13,31,I understand,15,-15,8,23,-19,-14,I understand,6,5,5,5,4 = neither agree nor disagree,6,3,3,6,7= strongly agree,-19,20,18,32,-7,-10,43,17,28,5,25,29,21,-16,37,-15,-18,2,17,-12,48,-8,36,19,19,18,65,31,-16,24,I understand,Not at all true,7,Very true,2,Very true,8,5,4 = somewhat threatening,5,1,Male,,26,White,,Single,No Children,No,4 year degree,"$50,001-$65,000","4
Moderate
",6,FRIDAY,,Perception towards others,none,I understand,86225
2020-05-17 00:18:38,2020-05-17 00:30:09,IP Address,100,691,True,2020-05-17 00:30:09,R_2VJGZbnKWxWI1gP,anonymous,EN,Yes,I understand,Imagine that a person takes time off work to help someone with a personal project.,Imagine that a person deliberately offends someone's close friend.,"Yes, I will be asked to rate the exact sentences I just saw","No, those were just examples of the kind of sentence I will rate in this study",I understand,30,24,28,33,42,21,I understand,36,50,25,38,15,30,I understand,54,27,38,43,32,27,I understand,38,19,-10,37,33,17,I understand,24,25,37,45,50,37,I understand,53,35,12,31,35,21,I understand,49,29,31,14,41,13,I understand,62,34,44,35,11,34,I understand,45,23,8,53,28,34,I understand,39,55,32,28,36,22,I understand,6,5,6,7= strongly agree,6,4 = neither agree nor disagree,5,5,5,7= strongly agree,46,59,25,30,37,32,52,41,30,22,46,54,-37,27,40,-17,24,36,42,17,-29,34,50,25,40,-17,17,50,32,46,I understand,5,6,7,6,5,6,4 = somewhat responsible,5,5,5,Female,,23,White,,Married or domestic partnership,1 Child,No,4 year degree,"$25,001-$35,000",5,5,FRIDAY,,nothing,none,I understand,96585
2020-05-17 00:10:59,2020-05-17 00:30:12,IP Address,100,1152,True,2020-05-17 00:30:12,R_1OUJWe1D2yvsXNl,anonymous,EN,Yes,I understand,Imagine that a person loudly says that they are embarrassed to be seen with someone else.,,"No, those were just examples of the kind of sentence I will rate in this study",,I understand,-21,-85,-88,100,74,84,I understand,-99,-100,-99,100,98,98,I understand,-98,-99,-100,100,93,100,I understand,-100,-100,-100,100,100,100,I understand,-94,-99,-100,99,100,98,I understand,-70,-79,-99,100,98,93,I understand,-41,-53,-45,100,100,94,I understand,-14,-74,-81,79,100,92,I understand,-49,-57,-49,100,97,92,I understand,0,-18,-1,86,24,4,I understand,4 = neither agree nor disagree,3,4 = neither agree nor disagree,5,1 = strongly disagree,1 = strongly disagree,4 = neither agree nor disagree,4 = neither agree nor disagree,1 = strongly disagree,7= strongly agree,53,26,92,99,100,100,91,83,89,-98,-97,-95,69,46,93,-99,-99,-92,-44,-19,30,100,100,93,100,100,100,100,100,100,I understand,Very true,Very true,7,Very true,Very true,7,7 = extremely responsible,7 = extremely threatening,7 = extremely threatening,3,Female,,35,Asian,,Single,1 Child,No,4 year degree,"$25,001-$35,000","4
Moderate
",Very Religious7,FRIDAY,,Decision on praiseworthy or blameworthy,None,I understand,84136
2020-05-17 00:13:10,2020-05-17 00:30:21,IP Address,100,1030,True,2020-05-17 00:30:21,R_0oyzRhRFEG2GIE1,anonymous,EN,Yes,I understand,Imagine that a person loudly says that they are embarrassed to be seen with someone else.,,"No, those were just examples of the kind of sentence I will rate in this study",,I understand,-25,-50,-50,74,86,50,I understand,-50,-75,-51,80,77,76,I understand,-100,-100,-100,25,25,69,I understand,-100,-100,-100,24,24,56,I understand,-82,-90,-51,90,76,85,I understand,-85,-95,-52,85,84,81,I understand,-81,-75,-100,86,80,77,,-76,-51,-30,88,75,80,I understand,-50,-49,-25,83,78,74,I understand,-62,-25,-25,51,52,67,I understand,2,3,6,2,2,6,6,6,6,7= strongly agree,50,-50,50,75,100,50,100,100,100,-50,-50,-50,27,25,-50,-100,-100,-75,25,50,26,100,100,100,76,90,100,100,100,100,I understand,6,7,7,8,6,7,6,2,6,3,Male,,21,White,,Single,No Children,No,4 year degree,"$15,001-$25,000",2,Not at all religious1,FRIDAY,,How likely we thought each action was and how this is connected to our feelings about them,,I understand,79491
2020-05-17 00:19:32,2020-05-17 00:30:25,IP Address,100,653,True,2020-05-17 00:30:26,R_1FG1ef1UCdd3ops,anonymous,EN,Yes,I understand,Imagine that a person loudly says that they are embarrassed to be seen with someone else.,,"No, those were just examples of the kind of sentence I will rate in this study",,I understand,-37,-26,-39,33,47,37,I understand,-34,-48,-46,65,37,75,I understand,55,-48,-36,67,67,47,I understand,-4,-34,-16,70,73,67,I understand,-45,-28,-18,51,-27,72,I understand,-48,-39,-52,66,63,58,I understand,-22,-22,-36,47,39,29,I understand,-43,-42,-36,67,59,65,I understand,-45,-27,-33,30,29,39,I understand,-40,-54,-56,81,58,59,I understand,5,6,3,4 = neither agree nor disagree,4 = neither agree nor disagree,2,3,2,2,7= strongly agree,41,49,29,24,30,26,24,25,21,36,45,5,51,51,45,40,57,49,35,31,31,20,27,41,32,31,47,6,3,18,I understand,8,8,7,7,7,7,5,4 = somewhat threatening,4 = somewhat threatening,3,Female,,27,White,,Married or domestic partnership,No Children,No,4 year degree,"$35,001-$50,000","4
Moderate
",4,FRIDAY,,How people rate moral and immoral behavior.,No,I understand,64402
2020-05-17 00:09:07,2020-05-17 00:30:30,IP Address,100,1282,True,2020-05-17 00:30:30,R_3ktzU1o6AKAcuE4,anonymous,EN,Yes,I understand,Imagine that a person loudly says that they are embarrassed to be seen with someone else.,,"No, those were just examples of the kind of sentence I will rate in this study",,I understand,-46,-85,-37,60,50,67,I understand,-51,-62,-10,48,71,24,I understand,-100,-100,-76,0,0,52,I understand,-100,-100,-37,0,1,43,I understand,-100,-100,-50,25,27,51,I understand,-94,-81,-40,36,34,37,I understand,-50,-50,-13,49,20,21,I understand,-39,-41,-16,54,35,40,I understand,-37,-45,-7,34,13,14,I understand,-3,-39,-1,90,50,39,I understand,4 = neither agree nor disagree,2,4 = neither agree nor disagree,2,4 = neither agree nor disagree,4 = neither agree nor disagree,3,7= strongly agree,5,7= strongly agree,100,100,100,100,100,100,100,100,100,40,41,86,100,100,100,49,38,100,56,50,20,100,100,100,100,100,100,100,100,100,I understand,Very true,Very true,Very true,Very true,Very true,Very true,7 = extremely responsible,6,7 = extremely threatening,2,Female,,28,White,,Married or domestic partnership,No Children,No,2 year degree,"$80,001-$100,000","1

Very Liberal/Left
",5,FRIDAY,,My opinion on acts of kindness at personal expense.,No problems,I understand,78994
2020-05-17 00:15:48,2020-05-17 00:30:36,IP Address,100,887,True,2020-05-17 00:30:36,R_2pKn1k381gZnm33,anonymous,EN,Yes,I understand,Imagine that a person takes time off work to help someone with a personal project.,Imagine that a person offers someone $5 for an item that is clearly worth more than $30.,"Yes, I will be asked to rate the exact sentences I just saw","No, those were just examples of the kind of sentence I will rate in this study",I understand,80,30,81,28,77,91,I understand,68,78,74,82,85,79,I understand,100,27,94,-31,-80,88,I understand,69,84,66,79,90,63,I understand,86,86,55,-52,87,85,I understand,100,70,94,100,80,82,I understand,77,76,28,65,49,26,I understand,-86,50,50,100,30,51,I understand,82,93,83,80,90,84,I understand,77,52,45,83,52,85,I understand,6,6,6,3,7= strongly agree,6,1 = strongly disagree,5,5,7= strongly agree,81,96,99,99,100,99,86,92,92,98,89,89,92,98,80,88,91,86,91,90,99,93,95,76,99,91,100,87,88,78,I understand,Very true,Very true,Very true,Very true,Very true,Very true,7 = extremely responsible,7 = extremely threatening,7 = extremely threatening,6,Male,,41,White,,Married or domestic partnership,3 Children,Yes,Some college,"$5,000-$10,000",6,Very Religious7,FRIDAY,,STAY HOME CARE FULL COVID-19 ,Nothing is permanant ,I understand,29676
2020-05-17 00:13:16,2020-05-17 00:30:43,IP Address,100,1047,True,2020-05-17 00:30:44,R_XNwUmD6IUT1tH69,anonymous,EN,Yes,I understand,Imagine that a person loudly says that they are embarrassed to be seen with someone else.,,"No, those were just examples of the kind of sentence I will rate in this study",,I understand,-100,-100,-70,100,100,100,I understand,-100,-100,-81,100,100,100,I understand,-100,-100,-100,100,100,100,I understand,-100,-100,-100,100,100,100,I understand,-100,-100,-100,100,100,100,I understand,-100,-100,-100,100,100,100,I understand,-75,-50,-100,100,100,100,I understand,-100,-100,-100,100,100,100,I understand,-100,-80,-100,100,100,100,I understand,0,-100,0,100,100,100,I understand,2,3,2,4 = neither agree nor disagree,4 = neither agree nor disagree,1 = strongly disagree,4 = neither agree nor disagree,4 = neither agree nor disagree,1 = strongly disagree,7= strongly agree,100,100,100,100,100,100,100,100,25,50,-75,-100,100,76,-25,-100,-100,-100,100,100,61,100,100,100,100,25,100,100,100,100,I understand,Very true,Very true,Very true,Very true,Very true,Very true,7 = extremely responsible,4 = somewhat threatening,5,2,Female,,67,White,,Married or domestic partnership,No Children,No,Postgraduate/Professional degree or other higher education,"$65,001-$80,000","4
Moderate
",5,FRIDAY,,How much empathy people have for others?,No,I understand,31532
2020-05-17 00:07:32,2020-05-17 00:30:48,IP Address,100,1395,True,2020-05-17 00:30:48,R_2SjCqO1BE2R9HGY,anonymous,EN,Yes,I understand,Imagine that a person loudly says that they are embarrassed to be seen with someone else.,,"No, those were just examples of the kind of sentence I will rate in this study",,I understand,-62,-54,-77,100,77,89,I understand,-72,-73,-70,79,91,100,I understand,-85,-100,-69,100,72,100,I understand,-100,-81,-100,100,100,100,I understand,-100,-100,-100,100,100,100,I understand,-83,-61,96,89,100,99,I understand,-73,-100,-6,100,100,77,I understand,-62,-92,-89,88,82,93,I understand,-95,-97,-65,97,86,71,I understand,-41,-58,-43,79,85,75,I understand,4 = neither agree nor disagree,7= strongly agree,2,6,2,1 = strongly disagree,5,1 = strongly disagree,1 = strongly disagree,7= strongly agree,91,100,97,100,80,60,79,100,91,100,88,94,99,89,90,83,100,94,70,54,71,100,100,100,94,98,85,93,94,100,I understand,Very true,8,7,Very true,8,Very true,7 = extremely responsible,7 = extremely threatening,7 = extremely threatening,1,Female,,34,White,,Married or domestic partnership,1 Child,No,4 year degree,"$35,001-$50,000",6,Very Religious7,FRIDAY,,"To my opinion,the researchers are trying to figure one's humanity and basic helping needs over others",No comments,I understand,80715
2020-05-17 00:07:09,2020-05-17 00:31:01,IP Address,100,1431,True,2020-05-17 00:31:01,R_3eb3Yyvce8q6lUl,anonymous,EN,Yes,I understand,Imagine that a person loudly says that they are embarrassed to be seen with someone else.,,"No, those were just examples of the kind of sentence I will rate in this study",,I understand,-63,-54,-43,63,70,80,I understand,-100,-100,-51,100,100,100,I understand,-24,-76,-50,16,25,50,I understand,-99,-75,0,78,28,80,I understand,-75,-100,-51,2,26,77,I understand,-100,-77,-78,91,60,80,I understand,-52,-49,-16,95,88,41,I understand,-74,-51,-51,81,80,76,I understand,-48,-24,-28,78,54,28,I understand,0,0,0,100,100,100,I understand,3,2,2,1 = strongly disagree,2,5,3,5,5,7= strongly agree,100,100,100,100,100,100,100,100,100,-52,-24,-50,43,77,26,-100,-100,-100,25,25,52,100,100,100,100,100,100,100,100,100,I understand,6,6,3,6,5,5,3,3,3,2,Male,,23,Asian,,Single,No Children,No,4 year degree,"$35,001-$50,000","4
Moderate
",Very Religious7,FRIDAY,,The degree of closeness among a variety of people,No,I understand,21616
2020-05-17 00:09:05,2020-05-17 00:31:16,IP Address,100,1330,True,2020-05-17 00:31:16,R_2X4ejmnIKYh64P2,anonymous,EN,Yes,I understand,Imagine that a person takes time off work to help someone with a personal project.,Imagine that a person loudly says that they are embarrassed to be seen with someone else.,"Yes, I will be asked to rate the exact sentences I just saw","No, those were just examples of the kind of sentence I will rate in this study",I understand,26,-19,97,100,80,84,I understand,50,83,66,90,83,80,I understand,99,76,-17,23,83,96,I understand,91,99,100,98,94,98,I understand,87,-12,88,73,100,81,I understand,79,73,48,79,95,85,I understand,100,100,100,100,100,100,I understand,99,97,100,97,99,100,I understand,86,92,83,88,75,81,I understand,99,94,94,100,100,99,I understand,6,7= strongly agree,6,6,6,6,5,5,5,7= strongly agree,72,74,66,79,46,75,66,83,71,28,81,70,58,79,88,68,70,74,81,50,51,63,81,83,68,46,66,76,89,53,I understand,8,Very true,8,Very true,Very true,8,5,6,6,1,Male,,30,Black or African American,,Married or domestic partnership,2 Children,Yes,4 year degree,"$50,001-$65,000",6,Very Religious7,DAY OF THE WEEK ,DAY OF THE WEEK AFTER THURSDAY AND BEFORE SATHURDAY,good,no problems it is good,I understand,19035
2020-05-17 00:09:55,2020-05-17 00:31:29,IP Address,100,1293,True,2020-05-17 00:31:29,R_b7KW80iaGc3rOlX,anonymous,EN,Yes,I understand,Imagine that a person loudly says that they are embarrassed to be seen with someone else.,,"No, those were just examples of the kind of sentence I will rate in this study",,I understand,-53,-51,-64,75,70,62,I understand,-90,-90,-85,95,95,90,I understand,-100,-60,-50,100,100,60,I understand,-81,-78,-40,100,100,100,I understand,-100,-100,-100,100,100,100,I understand,-100,-100,-65,100,100,70,I understand,-66,-50,-50,80,78,58,,-70,-65,-50,75,50,61,I understand,-40,-30,-25,50,50,40,I understand,-30,-39,-6,100,80,82,I understand,2,6,5,6,4 = neither agree nor disagree,4 = neither agree nor disagree,4 = neither agree nor disagree,3,5,7= strongly agree,76,88,76,61,72,36,100,100,100,-15,37,-76,39,68,28,-100,-62,-78,-100,43,-100,98,100,81,60,100,100,50,100,100,I understand,Very true,Very true,Very true,Very true,Very true,Very true,3,4 = somewhat threatening,5,3,Female,,26,Black or African American,,Married or domestic partnership,No Children,No,Some college,"Under $5,000","4
Moderate
",5,FRIDAY,,to gauge people's perceptions of human nature and how good/evil people are,no,I understand,98383
